"","V1","V2"
"1298",1384120560,61
"1289",1384124160,64
"1287",1384127760,63
"1284",1384131360,59
"1282",1384134960,55.9
"1279",1384138560,55
"1276",1384142160,55
"1274",1384145760,55
"1272",1384149360,55
"1296",1384152960,55
"1295",1384153980,53.6
"1293",1384156560,52
"1265",1384160160,55
"1271",1384163760,55
"1263",1384167360,55
"1261",1384170960,55
"1259",1384174560,55
"1257",1384178160,55
"1255",1384181760,54
"1253",1384184820,53.6
"1252",1384185360,54
"1250",1384188960,55.9
"1248",1384192560,57.9
"1269",1384196160,59
"1267",1384199760,59
"1264",1384203360,60.1
"1270",1384206960,60.1
"1262",1384210560,61
"1260",1384214160,62.1
"1258",1384217760,60.1
"1256",1384221360,57.9
"1254",1384224960,57.9
"1251",1384228560,59
"1249",1384232160,59
"1247",1384235760,59
"1268",1384239360,59
"1266",1384242960,59
"1240",1384246560,59
"1246",1384250160,59
"1238",1384253760,59
"1236",1384257360,57.9
"1234",1384260960,57.9
"1232",1384264560,57
"1230",1384268160,57.9
"1228",1384271760,59
"1226",1384275360,61
"1224",1384278960,63
"1244",1384282560,64
"1242",1384286160,63
"1239",1384289760,64
"1245",1384293360,68
"1237",1384296960,68
"1235",1384300560,70
"1233",1384304160,64.9
"1231",1384307760,63
"1229",1384311360,62.1
"1227",1384314960,61
"1225",1384318560,60.1
"1223",1384322160,60.1
"1243",1384325760,59
"1241",1384329360,57
"1216",1384332960,57
"1222",1384336560,57
"1214",1384340160,55
"1212",1384343760,52
"1210",1384347360,54
"1208",1384350960,53.1
"1204",1384354560,53.1
"1202",1384358160,55.9
"1200",1384361760,60.1
"1198",1384365360,61
"1220",1384368960,61
"1218",1384372560,63
"1215",1384376160,64.9
"1221",1384379760,62.1
"1213",1384383360,62.1
"1211",1384386960,57.9
"1209",1384390560,55.9
"1207",1384394160,55
"1206",1384395780,53.6
"1205",1384396740,53.6
"1203",1384397760,55
"1201",1384401360,55
"1199",1384404960,54
"1197",1384408560,54
"1219",1384412160,54
"1217",1384415760,53.1
"1190",1384418700,53.6
"1189",1384419360,52
"1196",1384422960,52
"1187",1384426560,52
"1185",1384430160,52
"1183",1384433760,52
"1181",1384437360,52
"1179",1384440960,52
"1177",1384444560,52
"1175",1384448160,53.1
"1173",1384449840,53.6
"1172",1384450980,55.4
"1171",1384451760,55.9
"1194",1384455360,57
"1192",1384458960,59
"1188",1384462560,59
"1195",1384466160,57.9
"1186",1384469760,57
"1184",1384473360,55.9
"1182",1384476960,55
"1180",1384480560,54
"1178",1384484160,54
"1176",1384487760,54
"1174",1384491360,54
"1170",1384494960,53.1
"1193",1384498560,53.1
"1191",1384502160,53.1
"1163",1384505760,52
"1169",1384509360,52
"1161",1384512960,52
"1159",1384516560,51.1
"1157",1384520160,51.1
"1155",1384523760,51.1
"1153",1384526040,50
"1152",1384527360,51.1
"1150",1384530960,52
"1148",1384534560,55
"1146",1384538160,57
"1167",1384541760,59
"1165",1384545360,59
"1162",1384548960,63
"1168",1384552560,61
"1160",1384556160,60.1
"1158",1384559760,57
"1156",1384563360,55
"1154",1384566960,54
"1151",1384570560,53.1
"1149",1384574160,53.1
"1147",1384577760,53.1
"1145",1384581360,52
"1166",1384584960,52
"1164",1384588560,52
"1137",1384592160,51.1
"1144",1384595760,52
"1135",1384599360,51.1
"1133",1384602960,51.1
"1131",1384606560,50
"1129",1384610160,50
"1125",1384613760,51.1
"1121",1384617360,53.1
"1119",1384620960,55
"1117",1384624560,57
"1141",1384628160,57.9
"1139",1384631760,61
"1136",1384635360,61
"1143",1384638960,60.1
"1134",1384642560,60.1
"1132",1384646160,59
"1130",1384649760,57
"1128",1384653360,55.9
"1127",1384654140,55.4
"1126",1384655760,55.4
"1124",1384656960,55.9
"1123",1384658940,55.4
"1122",1384660200,55.4
"1120",1384660560,55
"1118",1384664160,55
"1116",1384667760,55
"1142",1384668660,53.6
"1140",1384671360,53.1
"1138",1384674960,52
"1107",1384677540,51.8
"1106",1384678560,51.1
"1115",1384680840,51.8
"1114",1384682160,52
"1103",1384685760,52
"1101",1384687380,51.8
"1100",1384689360,50
"1098",1384692960,50
"1096",1384695000,51.8
"1095",1384696560,51.1
"1093",1384700160,50
"1091",1384703760,52
"1089",1384705440,53.6
"1088",1384707360,55
"1086",1384710960,55.9
"1112",1384713060,57.2
"1111",1384714560,59
"1109",1384718160,59
"1105",1384721760,62.1
"1113",1384725360,61
"1104",1384727340,60.8
"1102",1384728960,60.1
"1099",1384732560,59
"1097",1384736160,55
"1094",1384739760,54
"1092",1384743360,54
"1090",1384746960,53.1
"1087",1384750560,53.1
"1085",1384754160,52
"1110",1384757760,52
"1108",1384761360,51.1
"1077",1384764960,48.9
"1084",1384768560,48
"1074",1384772160,48
"1072",1384775760,48
"1070",1384779360,48
"1068",1384782960,48
"1066",1384786560,46
"1064",1384790160,51.1
"1062",1384793760,52
"1060",1384797360,55
"1082",1384800960,57
"1079",1384804560,59
"1076",1384808160,59
"1083",1384811760,60.1
"1075",1384812540,60.8
"1073",1384815360,59
"1071",1384818960,57.9
"1069",1384822560,57
"1067",1384826160,55
"1065",1384829760,55
"1063",1384833360,55
"1061",1384836960,55
"1059",1384840560,54
"1081",1384844160,54
"1080",1384846200,53.6
"1078",1384847760,54
"1052",1384851360,55
"1058",1384854960,54
"1050",1384857060,53.6
"1049",1384858560,55
"1047",1384862160,55
"1045",1384865760,55
"1043",1384867560,55.4
"1042",1384869360,55
"1040",1384870680,53.6
"1039",1384872960,54
"1037",1384874940,53.6
"1036",1384876560,54
"1034",1384880160,55.9
"1031",1384883760,57
"1056",1384887360,57.9
"1054",1384890960,59
"1051",1384894560,61
"1057",1384898160,60.1
"1048",1384901760,60.1
"1046",1384905360,57.9
"1044",1384908960,57.9
"1041",1384912560,59
"1038",1384916160,59
"1035",1384919760,57.9
"1033",1384923360,57.9
"1032",1384926780,57.2
"1030",1384926960,57.9
"1055",1384930560,57.9
"1053",1384934160,57
"1019",1384937760,57.9
"1028",1384941360,55.9
"1017",1384944000,57.2
"1016",1384944960,57
"1012",1384948560,55.9
"1009",1384950420,55.4
"1008",1384952160,57
"1004",1384955760,57
"1002",1384959360,57
"999",1384962960,57.9
"997",1384965120,57.2
"996",1384966560,59
"994",1384967460,57.2
"992",1384970160,57
"1026",1384973160,57.2
"1025",1384973760,57
"1023",1384974180,57.2
"1022",1384975020,57.2
"1021",1384977360,55.9
"1018",1384980960,55.9
"1029",1384983540,55.4
"1027",1384984560,55.9
"1015",1384988160,57
"1014",1384990260,57.2
"1013",1384991340,57.2
"1011",1384991760,57
"1010",1384992600,55.4
"1007",1384995360,54
"1006",1384995720,53.6
"1005",1384996200,53.6
"1003",1384998960,52
"1001",1385002560,51.1
"1000",1385003040,51.8
"998",1385006160,51.1
"995",1385009760,51.1
"993",1385010840,51.8
"991",1385013360,51.1
"1024",1385016960,51.1
"1020",1385020560,51.1
"984",1385024160,51.1
"990",1385027760,51.1
"982",1385031360,51.1
"980",1385034960,51.1
"978",1385038140,50
"977",1385038560,50
"975",1385040060,50
"974",1385041560,50
"973",1385042160,50
"971",1385044440,51.8
"970",1385045760,52
"968",1385049360,51.1
"966",1385052960,51.1
"964",1385053860,51.8
"963",1385056560,53.1
"988",1385060160,54
"986",1385063760,55
"983",1385067360,55.9
"989",1385070960,60.1
"981",1385074560,61
"979",1385078160,61
"976",1385081760,61
"972",1385085360,60.1
"969",1385088960,60.1
"967",1385092560,60.1
"965",1385096160,60.1
"962",1385099760,59
"987",1385103360,60.1
"985",1385106960,57.9
"955",1385110560,60.1
"961",1385114160,60.1
"953",1385117760,59
"951",1385121360,57.9
"949",1385124960,57.9
"947",1385128560,57.9
"945",1385132160,57
"943",1385135760,59
"941",1385139360,57.9
"939",1385142960,60.1
"959",1385146560,62.1
"957",1385150160,64.9
"954",1385153760,66
"960",1385157360,66
"952",1385160960,64.9
"950",1385164560,64.9
"948",1385168160,66.9
"946",1385171760,61
"944",1385175360,69.1
"942",1385178960,63
"940",1385182560,62.1
"938",1385186160,60.1
"958",1385189760,59
"956",1385193360,60.1
"931",1385196960,59
"937",1385200560,57
"929",1385204160,53.1
"927",1385207760,52
"925",1385211360,55.9
"923",1385214960,57
"921",1385218560,52
"919",1385222160,54
"917",1385225760,54
"915",1385229360,57
"935",1385232960,59
"933",1385236560,61
"930",1385240160,64
"936",1385243760,64
"928",1385247360,64
"926",1385250960,64
"924",1385254560,62.1
"922",1385258160,60.1
"920",1385261760,59
"918",1385265360,57
"916",1385268960,55.9
"914",1385272560,53.1
"934",1385276160,52
"932",1385279760,51.1
"907",1385283360,48.9
"913",1385286960,48.9
"905",1385290560,48
"903",1385294160,45
"901",1385297760,46.9
"899",1385301360,46.9
"897",1385304960,48
"895",1385308560,48.9
"893",1385312160,52
"891",1385315760,54
"911",1385319360,54
"909",1385322960,55
"906",1385326560,57
"912",1385330160,59
"904",1385333760,59
"902",1385337360,59
"900",1385340960,59
"898",1385344560,55.9
"896",1385348160,55
"894",1385351760,54
"892",1385355360,53.1
"890",1385358960,51.1
"910",1385362560,52
"908",1385366160,50
"883",1385369760,46.9
"889",1385373360,46.9
"881",1385376960,46.9
"879",1385380560,48
"877",1385384160,44.1
"875",1385387760,45
"873",1385391360,46.9
"871",1385394960,48.9
"869",1385398560,52
"867",1385402160,53.1
"887",1385405760,55
"885",1385409360,57
"882",1385412960,59
"888",1385416560,60.1
"880",1385420160,61
"878",1385423760,59
"876",1385427360,59
"874",1385430960,59
"872",1385434560,55.9
"870",1385438160,55.9
"868",1385441760,54
"866",1385445360,55.9
"886",1385448960,53.1
"884",1385452560,55
"859",1385456160,52
"865",1385459760,50
"857",1385463360,48
"855",1385466960,48
"853",1385470560,48
"851",1385474160,46.9
"849",1385477760,51.1
"847",1385481360,51.1
"845",1385484960,52
"843",1385488560,55
"863",1385492160,55.9
"861",1385495760,55.9
"858",1385499360,57.9
"864",1385502960,59
"856",1385506560,62.1
"854",1385510160,62.1
"852",1385513760,61
"850",1385517360,59
"848",1385520960,57.9
"846",1385524560,55.9
"844",1385528160,55.9
"842",1385531760,55.9
"862",1385535360,55
"860",1385538960,53.1
"835",1385542560,52
"841",1385546160,50
"833",1385549760,48.9
"831",1385553360,50
"829",1385556960,50
"827",1385560560,48.9
"825",1385564160,50
"823",1385567760,48.9
"821",1385571360,54
"819",1385574960,55.9
"839",1385578560,57
"837",1385582160,59
"834",1385585760,59
"840",1385589360,60.1
"832",1385592960,62.1
"830",1385596560,60.1
"828",1385600160,59
"826",1385603760,59
"824",1385607360,57.9
"822",1385610960,57.9
"820",1385614560,57.9
"818",1385618160,57
"838",1385621760,55.9
"836",1385625360,54
"811",1385628960,53.1
"817",1385632560,51.1
"809",1385636160,50
"807",1385639760,48.9
"805",1385643360,51.1
"803",1385646960,51.1
"801",1385650560,51.1
"799",1385654160,52
"797",1385657760,55.9
"795",1385661360,57
"815",1385664960,59
"813",1385668560,60.1
"810",1385672160,62.1
"816",1385675760,62.1
"808",1385679360,61
"806",1385682960,64.9
"804",1385686560,60.1
"802",1385690160,60.1
"800",1385693760,57.9
"798",1385697360,57.9
"796",1385700960,57
"794",1385704560,59
"814",1385708160,55
"812",1385711760,53.1
"787",1385715360,53.1
"793",1385718960,51.1
"785",1385722560,48
"783",1385726160,48.9
"780",1385729760,50
"778",1385733360,46.9
"776",1385736960,48.9
"774",1385740560,50
"772",1385744160,55.9
"770",1385747760,57
"791",1385751360,57.9
"789",1385754960,57.9
"786",1385758560,61
"792",1385762160,60.1
"784",1385765760,61
"782",1385769360,60.1
"781",1385771460,57.2
"779",1385772960,55
"777",1385776560,55
"775",1385780160,55
"773",1385783760,54
"771",1385787360,54
"769",1385790960,53.1
"790",1385794560,52
"788",1385798160,51.1
"761",1385801760,48.9
"768",1385805360,51.1
"759",1385808960,48
"757",1385812560,46.9
"755",1385816160,46.9
"753",1385817600,46.4
"752",1385819580,48.2
"751",1385819760,48.9
"749",1385820240,48.2
"748",1385820480,48.2
"747",1385823360,48.9
"745",1385824440,48.2
"744",1385825700,50
"743",1385826720,50
"742",1385826960,50
"740",1385828520,50
"739",1385829900,51.8
"738",1385830560,51.1
"736",1385831100,51.8
"735",1385831700,51.8
"734",1385833320,51.8
"733",1385834160,52
"766",1385837340,53.6
"765",1385837760,54
"763",1385841360,54
"760",1385844960,61
"767",1385848560,59
"758",1385852160,59
"756",1385855760,62.1
"754",1385859360,54
"750",1385862960,53.1
"746",1385866560,54
"741",1385870160,53.1
"737",1385873760,55
"732",1385877360,54
"764",1385880960,52
"762",1385884560,52
"725",1385888160,51.1
"731",1385891760,48.9
"723",1385895360,48
"721",1385898960,48.9
"719",1385902560,46.9
"717",1385906160,46.9
"715",1385909760,48.9
"713",1385913360,50
"711",1385916960,53.1
"709",1385920560,55.9
"729",1385924160,57
"727",1385927760,59
"724",1385931360,59
"730",1385934960,60.1
"722",1385938560,62.1
"720",1385942160,62.1
"718",1385945760,63
"716",1385949360,60.1
"714",1385952960,59
"712",1385956560,57
"710",1385960160,55.9
"708",1385963760,55.9
"728",1385967360,54
"726",1385970960,52
"697",1385974560,51.1
"707",1385978160,48.9
"695",1385981760,50
"693",1385985360,48
"690",1385988960,48
"688",1385989440,48.2
"687",1385989860,48.2
"686",1385991060,48.2
"685",1385991900,48.2
"683",1385992560,46.9
"680",1385996160,48.9
"678",1385998200,50
"677",1385998860,50
"676",1385999040,50
"675",1385999760,51.1
"673",1386000780,51.8
"670",1386003360,52
"666",1386006960,55.9
"705",1386007200,55.4
"703",1386010560,57.9
"699",1386014160,60.1
"696",1386017760,60.1
"706",1386021360,61
"694",1386024960,59
"692",1386028560,57.9
"691",1386031320,55.4
"689",1386032160,55.9
"684",1386035460,55.9
"682",1386036540,55.4
"681",1386037500,55.4
"679",1386039360,55
"674",1386042960,55
"672",1386044640,55.4
"671",1386046440,55.4
"669",1386046560,55
"668",1386048000,55.4
"667",1386049920,55.4
"665",1386050160,55.9
"704",1386051720,55.4
"702",1386053760,55.9
"701",1386055500,55.4
"700",1386056640,55.4
"698",1386057360,55.9
"656",1386058200,55.4
"655",1386060960,55.9
"664",1386062520,55.4
"663",1386063540,53.6
"662",1386064560,53.1
"653",1386068160,53.1
"651",1386071760,53.1
"649",1386075360,53.1
"647",1386078960,52
"645",1386082560,52
"643",1386086160,53.1
"641",1386089760,53.1
"639",1386093360,53.1
"660",1386096960,54
"658",1386100560,53.1
"654",1386104160,54
"661",1386107760,54
"652",1386111360,54
"650",1386114960,54
"648",1386118560,53.1
"646",1386122160,52
"644",1386125760,50
"642",1386129360,50
"640",1386132960,50
"638",1386136560,48
"659",1386140160,46.9
"657",1386143760,48.9
"631",1386147360,50
"637",1386150960,45
"629",1386154560,43
"627",1386158160,42.1
"625",1386161760,41
"623",1386165360,41
"621",1386168960,44.1
"619",1386172560,48
"617",1386176160,48
"615",1386179760,48
"635",1386183360,50
"633",1386186960,51.1
"630",1386190560,51.1
"636",1386194160,51.1
"628",1386197760,52
"626",1386201360,52
"624",1386204960,48.9
"622",1386208560,48
"620",1386212160,46.9
"618",1386215760,46
"616",1386219360,44.1
"614",1386222960,42.1
"634",1386226560,42.1
"632",1386230160,41
"607",1386233760,39.9
"613",1386237360,37.9
"605",1386240960,37.9
"603",1386244560,37.9
"601",1386248160,36
"599",1386251760,37
"597",1386255360,37
"595",1386258960,39
"593",1386262560,43
"591",1386266160,45
"611",1386269760,46.9
"609",1386273360,48.9
"606",1386276960,48.9
"612",1386280560,50
"604",1386284160,51.1
"602",1386287760,51.1
"600",1386291360,48.9
"598",1386294960,46.9
"596",1386298560,46.9
"594",1386302160,45
"592",1386305760,43
"590",1386309360,44.1
"610",1386312960,42.1
"608",1386316560,41
"583",1386320160,41
"589",1386323760,42.1
"581",1386327360,41
"579",1386330960,39
"577",1386334560,39
"575",1386338160,39
"573",1386341760,39.9
"571",1386345360,39.9
"569",1386348960,44.1
"567",1386352560,48
"587",1386356160,48.9
"585",1386359760,50
"582",1386363360,50
"588",1386366960,51.1
"580",1386370560,52
"578",1386374160,51.1
"576",1386377760,51.1
"574",1386381360,50
"572",1386384960,48.9
"570",1386388560,52
"568",1386392160,52
"566",1386395760,52
"586",1386399360,53.1
"584",1386402960,52
"559",1386404280,51.8
"558",1386404940,50
"557",1386405660,50
"556",1386406140,50
"555",1386406560,50
"565",1386410160,48.9
"553",1386413760,48
"551",1386417360,46.9
"549",1386420960,46
"547",1386424560,46
"545",1386428160,45
"543",1386431760,45
"541",1386435360,46.9
"539",1386438960,48
"563",1386442560,48.9
"561",1386446160,50
"554",1386449760,50
"564",1386453360,50
"552",1386456960,50
"550",1386460560,46.9
"548",1386464160,46
"546",1386467760,45
"544",1386471360,44.1
"542",1386474960,43
"540",1386478560,42.1
"538",1386482160,42.1
"562",1386485760,39.9
"560",1386489360,39
"531",1386492960,44.1
"537",1386496560,39
"529",1386500160,42.1
"527",1386503760,39
"525",1386507360,37
"523",1386510960,42.1
"521",1386514560,41
"519",1386518160,39
"517",1386521760,41
"515",1386525360,41
"535",1386528960,42.1
"533",1386532560,43
"530",1386536160,44.1
"536",1386539760,45
"528",1386543360,46.9
"526",1386546960,46
"524",1386550560,45
"522",1386554160,45
"520",1386557760,45
"518",1386561360,44.1
"516",1386564960,44.1
"514",1386568560,44.1
"534",1386572160,43
"532",1386575760,43
"507",1386579360,39.9
"513",1386582960,39.9
"505",1386586560,37.9
"503",1386590160,37
"501",1386593760,37
"499",1386597360,36
"497",1386600960,37
"495",1386604560,37.9
"493",1386608160,41
"491",1386611760,44.1
"511",1386615360,45
"509",1386618960,48
"506",1386622560,50
"512",1386626160,51.1
"504",1386629760,51.1
"502",1386633360,51.1
"500",1386636960,50
"498",1386640560,48.9
"496",1386644160,48
"494",1386647760,46.9
"492",1386651360,46
"490",1386654960,43
"510",1386658560,39.9
"508",1386662160,39
"483",1386665760,39
"489",1386669360,37
"481",1386672960,36
"479",1386676560,35.1
"477",1386680160,37
"475",1386683760,35.1
"473",1386687360,37.9
"471",1386690960,39
"469",1386694560,44.1
"467",1386698160,45
"487",1386701760,46
"485",1386705360,48
"482",1386708960,50
"488",1386712560,50
"480",1386716160,52
"478",1386719760,50
"476",1386723360,48.9
"474",1386726960,48
"472",1386730560,46.9
"470",1386734160,46.9
"468",1386737760,46
"466",1386741360,48
"486",1386744960,43
"484",1386748560,42.1
"459",1386752160,42.1
"465",1386755760,41
"457",1386759360,39
"455",1386762960,39.9
"453",1386766560,39.9
"451",1386770160,39.9
"449",1386773760,39
"447",1386777360,41
"445",1386780960,45
"443",1386784560,46.9
"463",1386788160,48.9
"461",1386791760,52
"458",1386795360,54
"464",1386798960,53.1
"456",1386802560,55
"454",1386806160,54
"452",1386809760,52
"450",1386813360,53.1
"448",1386816960,52
"446",1386820560,50
"444",1386824160,46.9
"442",1386827760,46
"462",1386831360,46.9
"460",1386834960,43
"435",1386838560,42.1
"441",1386842160,41
"433",1386845760,39.9
"431",1386849360,39
"429",1386852960,39.9
"427",1386856560,41
"425",1386860160,39.9
"423",1386863760,39.9
"421",1386867360,46
"419",1386870960,48.9
"439",1386874560,51.1
"437",1386878160,52
"434",1386881760,54
"440",1386885360,53.1
"432",1386888960,54
"430",1386892560,53.1
"428",1386896160,53.1
"426",1386899760,52
"424",1386903360,51.1
"422",1386906960,50
"420",1386910560,48.9
"418",1386914160,50
"438",1386917760,48.9
"436",1386921360,48
"411",1386924960,46.9
"417",1386928560,48
"409",1386932160,43
"407",1386935760,45
"405",1386936600,42.8
"404",1386939360,43
"402",1386942960,42.1
"400",1386946560,43
"398",1386950160,43
"396",1386953760,46.9
"394",1386957360,48.9
"415",1386960960,48.9
"413",1386964560,50
"410",1386968160,51.1
"416",1386971760,52
"408",1386975360,52
"406",1386978960,52
"403",1386982560,51.1
"401",1386986160,52
"399",1386989760,51.1
"397",1386993360,48.9
"395",1386996960,48.9
"393",1387000560,48
"414",1387004160,48.9
"412",1387007760,46
"386",1387009560,44.6
"385",1387011360,45
"392",1387014960,44.1
"383",1387018560,42.1
"381",1387022160,41
"379",1387025760,39.9
"377",1387029360,39.9
"375",1387032960,43
"373",1387036560,42.1
"371",1387040160,48.9
"369",1387043760,48.9
"390",1387047360,52
"388",1387050960,55
"384",1387054560,55
"391",1387058160,57.9
"382",1387061760,60.1
"380",1387065360,60.1
"378",1387068960,60.1
"376",1387072560,53.1
"374",1387076160,51.1
"372",1387079760,50
"370",1387083360,50
"368",1387086960,50
"389",1387090560,48
"387",1387094160,46
"361",1387097760,45
"367",1387101360,44.1
"359",1387104960,44.1
"357",1387108560,43
"355",1387112160,43
"353",1387115760,41
"351",1387119360,42.1
"349",1387122960,42.1
"347",1387126560,46.9
"345",1387130160,50
"365",1387133760,54
"363",1387137360,57.9
"360",1387140960,55.9
"366",1387144560,57.9
"358",1387148160,57.9
"356",1387151760,57
"354",1387155360,55.9
"352",1387158960,55
"350",1387162560,53.1
"348",1387166160,53.1
"346",1387169760,52
"344",1387173360,52
"364",1387176960,50
"362",1387180560,51.1
"337",1387184160,51.1
"343",1387187760,46
"335",1387191360,45
"333",1387194960,44.1
"331",1387198560,44.1
"329",1387202160,45
"327",1387205760,46
"325",1387209360,46.9
"323",1387212960,53.1
"321",1387216560,57
"341",1387220160,59
"339",1387223760,63
"336",1387227360,64
"342",1387230960,59
"334",1387234560,59
"332",1387238160,57.9
"330",1387241760,60.1
"328",1387245360,57
"326",1387248960,55.9
"324",1387252560,54
"322",1387256160,54
"320",1387259760,55
"340",1387263360,51.1
"338",1387266960,50
"313",1387270560,48.9
"319",1387274160,48.9
"311",1387277760,48
"309",1387281360,46.9
"307",1387284960,46.9
"305",1387288560,48
"303",1387292160,46.9
"301",1387295760,46.9
"299",1387299360,51.1
"297",1387302960,53.1
"317",1387306560,53.1
"315",1387310160,54
"312",1387313760,55.9
"318",1387317360,55.9
"310",1387320960,55.9
"308",1387324560,57
"306",1387328160,57.9
"304",1387331760,55.9
"302",1387335360,55.9
"300",1387338960,55.9
"298",1387342560,54
"296",1387346160,52
"316",1387349760,52
"314",1387353360,50
"289",1387356960,52
"295",1387360560,48
"287",1387364160,46.9
"285",1387367760,46.9
"282",1387371360,48
"280",1387374960,46
"278",1387378560,46.9
"276",1387382160,46
"273",1387385760,50
"271",1387389360,53.1
"293",1387392960,54
"291",1387396560,55
"288",1387400160,57
"294",1387403760,54
"286",1387407360,55
"284",1387410960,53.1
"283",1387412880,53.6
"281",1387414560,54
"279",1387418160,54
"277",1387421760,54
"275",1387425360,53.1
"274",1387427640,51.8
"272",1387428960,52
"270",1387432560,52
"292",1387436160,51.1
"290",1387439760,51.1
"263",1387442700,51.8
"262",1387443360,51.1
"269",1387446960,51.1
"260",1387450560,50
"258",1387454160,48.9
"256",1387457760,48.9
"254",1387461360,48.9
"252",1387464960,48
"250",1387468560,48
"248",1387472160,51.1
"246",1387475760,51.1
"267",1387479360,52
"265",1387482960,54
"261",1387486560,57
"268",1387490160,57
"259",1387493760,57.9
"257",1387497360,57
"255",1387500960,54
"253",1387504560,53.1
"251",1387508160,53.1
"249",1387511760,54
"247",1387515360,55.9
"245",1387518960,54
"266",1387522560,54
"264",1387526160,54
"238",1387529760,54
"244",1387533360,45
"236",1387536960,43
"234",1387540560,42.1
"232",1387544160,44.1
"230",1387547760,41
"228",1387551360,42.1
"226",1387554960,45
"224",1387558560,48
"222",1387562160,50
"242",1387565760,53.1
"240",1387569360,54
"237",1387572960,55
"243",1387576560,55
"235",1387580160,60.1
"233",1387583760,57
"231",1387587360,55
"229",1387590960,54
"227",1387594560,52
"225",1387598160,52
"223",1387601760,50
"221",1387605360,50
"241",1387608960,50
"239",1387612560,51.1
"214",1387616160,50
"220",1387619760,48.9
"212",1387623360,50
"210",1387626960,50
"208",1387630560,51.1
"206",1387631280,51.8
"205",1387634160,50
"203",1387634700,50
"202",1387637760,50
"200",1387638900,50
"199",1387641360,48.9
"197",1387642680,48.2
"196",1387644960,50
"194",1387648560,53.1
"218",1387652160,53.1
"216",1387655760,55
"213",1387659360,55.9
"219",1387662960,59
"211",1387666560,59
"209",1387670160,57
"207",1387673760,54
"204",1387677360,53.1
"201",1387680960,53.1
"198",1387684560,52
"195",1387688160,50
"193",1387691760,50
"217",1387695360,50
"215",1387698960,48
"186",1387702560,48
"192",1387706160,46.9
"184",1387709760,45
"182",1387713360,44.1
"180",1387716960,45
"178",1387720560,44.1
"176",1387724160,46.9
"174",1387727760,46
"172",1387731360,51.1
"170",1387734960,52
"190",1387738560,54
"188",1387742160,55.9
"185",1387745760,55.9
"191",1387749360,63
"183",1387752960,62.1
"181",1387756560,63
"179",1387760160,57
"177",1387763760,57.9
"175",1387767360,57.9
"173",1387770960,54
"171",1387774560,53.1
"169",1387778160,52
"189",1387781760,51.1
"187",1387785360,53.1
"162",1387788960,51.1
"168",1387792560,48
"160",1387796160,46.9
"158",1387799760,46
"156",1387803360,45
"154",1387806960,46
"152",1387810560,46.9
"150",1387814160,48.9
"148",1387817760,52
"146",1387821360,52
"166",1387824960,53.1
"164",1387828560,54
"161",1387832160,55.9
"167",1387835760,57
"159",1387839360,59
"157",1387842960,60.1
"155",1387846560,57.9
"153",1387850160,57
"151",1387853760,55
"149",1387857360,54
"147",1387860960,53.1
"145",1387864560,53.1
"165",1387868160,52
"163",1387871760,52
"138",1387875360,50
"144",1387878960,46.9
"136",1387882560,48
"134",1387886160,48.9
"132",1387889760,46
"130",1387893360,46
"128",1387896960,48
"126",1387900560,46.9
"124",1387904160,51.1
"122",1387907760,52
"142",1387911360,54
"140",1387914960,55
"137",1387918560,55.9
"143",1387922160,57.9
"135",1387925760,55.9
"133",1387929360,57
"131",1387932960,57
"129",1387936560,57.9
"127",1387940160,54
"125",1387943760,54
"123",1387947360,51.1
"121",1387950960,51.1
"141",1387954560,51.1
"139",1387958160,51.1
"114",1387961760,48
"120",1387965360,46
"112",1387968960,46
"110",1387972560,44.1
"108",1387976160,46.9
"106",1387979760,46
"104",1387983360,46
"102",1387986960,46.9
"100",1387990560,52
"98",1387994160,53.1
"118",1387997760,57
"116",1388001360,60.1
"113",1388004960,61
"119",1388008560,63
"111",1388012160,63
"109",1388015760,60.1
"107",1388019360,61
"105",1388022960,59
"103",1388026560,55.9
"101",1388030160,55
"99",1388033760,54
"97",1388037360,51.1
"117",1388040960,51.1
"115",1388044560,48
"90",1388048160,51.1
"96",1388051760,45
"88",1388055360,46
"86",1388058960,44.1
"84",1388062560,46
"82",1388066160,46
"80",1388069760,46
"78",1388073360,45
"76",1388076960,50
"74",1388080560,51.1
"94",1388084160,53.1
"92",1388087760,55
"89",1388091360,55
"95",1388094960,55.9
"87",1388098560,57
"85",1388102160,62.1
"83",1388105760,61
"81",1388109360,57.9
"79",1388112960,57
"77",1388116560,55.9
"75",1388120160,53.1
"73",1388123760,53.1
"93",1388127360,50
"91",1388130960,50
"66",1388134560,51.1
"72",1388138160,45
"64",1388141760,45
"62",1388145360,45
"60",1388148960,44.1
"58",1388152560,44.1
"56",1388156160,46
"54",1388159760,46
"52",1388163360,51.1
"50",1388166960,52
"70",1388170560,53.1
"68",1388174160,54
"65",1388177760,54
"71",1388181360,54
"63",1388184960,55.9
"61",1388188560,55.9
"59",1388192160,55
"57",1388195760,55
"55",1388199360,53.1
"53",1388202960,53.1
"51",1388206560,54
"49",1388210160,52
"69",1388213760,50
"67",1388217360,52
"42",1388220960,48
"48",1388224560,44.1
"40",1388228160,45
"38",1388231760,43
"36",1388235360,41
"34",1388238960,39.9
"32",1388242560,46.9
"30",1388246160,44.1
"28",1388249760,48
"26",1388253360,51.1
"46",1388256960,52
"44",1388260560,53.1
"41",1388264160,55
"47",1388267760,57
"39",1388271360,57
"37",1388274960,62.1
"35",1388278560,60.1
